form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
szoftveren	szoftver	3677	8570080167	653676	0.6325087454109045	2.8823776554889804	10	3	8	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
projektem	projekt	3669	8570080167	2236203	0.6315628272979901	3.416526341311925	9	3	7	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
plakettet	plakett	3607	8570080167	13783	0.6241612578604053	1.2063588716944174	9	3	7	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
partnertől	partner	3557	8570080167	1270201	0.6180989807278224	3.170887565855278	10	3	7	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
kábele	kábel	3524	8570080167	287412	0.6140510152820525	2.5255200123429824	6	3	5	2	TRUE	áe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
hotelünk	hotel	3506	8570080167	789022	0.6118270272998183	2.9641042281879626	8	3	5	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
haverral	haver	3488	8570080167	165801	0.6095915918025717	2.2866022611361054	8	3	5	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
kráterek	kráter	3487	8570080167	30791	0.6094670629180188	1.5554389092659462	8	3	6	2	TRUE	áe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
hotellel	hotel	3469	8570080167	789022	0.607219415384102	2.9641042281879626	8	3	5	2	TRUE	oe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
projektnél	projekt	3466	8570080167	2236203	0.6068436739199403	3.416526341311925	10	3	7	2	TRUE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
partnernél	partner	3441	8570080167	1270201	0.6036997881629723	3.170887565855278	10	3	7	2	TRUE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
farmerben	farmer	3390	8570080167	82647	0.5972148137451243	1.984242209298364	9	3	6	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
hotelből	hotel	3348	8570080167	789022	0.5918005648632645	2.9641042281879626	8	3	5	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
modelljük	modell	3304	8570080167	1509359	0.5860551541903868	3.2458076642479075	9	3	6	2	TRUE	oe	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
havernak	haver	3259	8570080167	165801	0.5800994760071864	2.2866022611361054	8	3	5	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
fotelba	fotel	3232	8570080167	70961	0.5764864676445908	1.918034842594317	7	3	5	2	TRUE	oe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
fotelbe	fotel	3212	8570080167	70961	0.5737906521486855	1.918034842594317	7	3	5	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
partnerhez	partner	3139	8570080167	1270201	0.5638064312420846	3.170887565855278	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
szoftverei	szoftver	3078	8570080167	653676	0.5552837310375021	2.8823776554889804	10	4	8	2	TRUE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
parkettre	parkett	3069	8570080167	12893	0.5540120039738647	1.1773690982060443	9	3	7	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
szoftverbe	szoftver	3056	8570080167	653676	0.5521684654456945	2.8823776554889804	10	3	8	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
dzsungelbe	dzsungel	3050	8570080167	55832	0.551314954888828	1.8138983008598983	10	3	8	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
panelre	panel	2955	8570080167	223571	0.5375726007593163	2.4164305848960708	7	3	5	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
szoftverről	szoftver	2946	8570080167	653676	0.5362478580486543	2.8823776554889804	11	3	8	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
transzferrel	transzfer	2907	8570080167	87598	0.5304601473124699	2.0095093061978013	12	3	9	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
hardveren	hardver	2904	8570080167	133417	0.5300117275700983	2.192226286470405	9	3	7	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
hardvere	hardver	2903	8570080167	133417	0.529862151373716	2.192226286470405	8	3	7	2	TRUE	ae	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
hardverre	hardver	2883	8570080167	133417	0.52685975793025	2.192226286470405	9	3	7	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
dojenje	dojen	2866	8570080167	4289	0.5242913016033678	0.6993711617811154	7	3	5	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
kartellek	kartell	2845	8570080167	13348	0.5210973862731321	1.1924313135247973	9	3	7	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
szoftverből	szoftver	2738	8570080167	653676	0.5044485593400133	2.8823776554889804	11	3	8	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
balekok	balek	2710	8570080167	13062	0.4999844064164478	1.18302479496678	7	3	5	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
káderek	káder	2680	8570080167	8956	0.495149909570831	1.0191292004490349	7	3	5	2	TRUE	áe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
projektjeik	projekt	2676	8570080167	2236203	0.4945012246378277	3.416526341311925	11	4	7	2	TRUE	oe	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
szoftverünk	szoftver	2671	8570080167	653676	0.493689003563415	2.8823776554889804	11	3	8	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
makettje	makett	2661	8570080167	42231	0.492059990093431	1.6926464808727033	8	3	6	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
koncertjeik	koncert	2638	8570080167	1019145	0.48828990675238865	3.0752510936798796	11	4	7	2	TRUE	oe	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
partnerré	partner	2599	8570080167	1270201	0.4818213950430548	3.170887565855278	9	3	7	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
modelljeink	modell	2585	8570080167	1509359	0.4794756629720035	3.2458076642479075	11	4	6	2	TRUE	oe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
koncerthez	koncert	2541	8570080167	1019145	0.4720197805924115	3.0752510936798796	10	3	7	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
koncertből	koncert	2490	8570080167	1019145	0.46321446263777855	3.0752510936798796	10	3	7	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
bunkerek	bunker	2435	8570080167	25691	0.45351408109269525	1.476796124675244	8	3	6	2	TRUE	ue	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
partnereim	partner	2422	8570080167	1270201	0.4511892543490756	3.170887565855278	10	4	7	2	TRUE	ae	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
modellé	modell	2413	8570080167	1509359	0.449572437450828	3.2458076642479075	7	3	6	2	TRUE	oe	vé	front	C	é	-vá / -vé	balekká, partnerré	Transl
slágerrel	sláger	2395	8570080167	155508	0.44632063329262417	2.2587678514546465	9	3	6	2	TRUE	áe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
lágerben	láger	2375	8570080167	14977	0.4426787295029275	1.242439945332364	8	3	5	2	TRUE	áe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
modemek	modem	2373	8570080167	54652	0.4423128537593812	1.8046211752050836	7	3	5	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
kódexnek	kódex	2348	8570080167	122990	0.43771320811761905	2.156884917051594	8	3	5	2	TRUE	óe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
tokenek	token	2333	8570080167	15097	0.4349298543357948	1.245905770590949	7	3	5	2	FALSE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
farmerban	farmer	2327	8570080167	82647	0.4338114988287721	1.984242209298364	9	3	6	2	TRUE	ae	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
bunkerben	bunker	2292	8570080167	25691	0.4272297288373946	1.476796124675244	9	3	6	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
farmerrel	farmer	2292	8570080167	82647	0.4272297288373946	1.984242209298364	9	3	6	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
duettben	duett	2190	8570080167	25938	0.4074592303821605	1.4809516014593376	8	3	5	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
projektenként	projekt	2180	8570080167	2236203	0.405471609146647	3.416526341311925	13	4	7	2	TRUE	oe	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
panelből	panel	2177	8570080167	223571	0.40487354458313646	2.4164305848960708	8	3	5	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
fotelból	fotel	2056	8570080167	70961	0.3800382258652803	1.918034842594317	8	3	5	2	TRUE	oe	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
szlogenünk	szlogen	2026	8570080167	73259	0.3736545565663038	1.9318761017045023	10	3	7	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
haverjaim	haver	2007	8570080167	165801	0.36956248802952774	2.2866022611361054	9	4	5	2	TRUE	ae	jaim	back	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
omlettet	omlett	1999	8570080167	7297	0.3678279096601591	0.9301594617947097	8	3	6	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
rollerrel	roller	1993	8570080167	22986	0.3665224142425298	1.4284785179087636	9	3	6	2	TRUE	oe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
bukfencet	bukfenc	1983	8570080167	9197	0.36433782974734485	1.0306613020268856	9	3	7	2	TRUE	ue	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
bagettet	bagett	1981	8570080167	8695	0.3638995910805892	1.0062847018807737	8	3	6	2	FALSE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
drukkerei	drukker	1973	8570080167	34067	0.36214220079423337	1.599349006057054	9	4	7	2	TRUE	ue	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
slágerré	sláger	1964	8570080167	155508	0.3601565989929731	2.2587678514546465	8	3	6	2	TRUE	áe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
duettje	duett	1945	8570080167	25938	0.3559347212037687	1.4809516014593376	7	3	5	2	TRUE	ue	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
panelje	panel	1915	8570080167	223571	0.3491838938466837	2.4164305848960708	7	3	5	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
azbesztet	azbeszt	1884	8570080167	9640	0.34209601399890077	1.051092149444873	9	3	7	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
púderrel	púder	1879	8570080167	19636	0.34094189564256777	1.360068138969874	8	3	5	2	TRUE	úe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
kábelnek	kábel	1840	8570080167	287412	0.33183293855157864	2.5255200123429824	8	3	5	2	TRUE	áe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
panelon	panel	1837	8570080167	223571	0.3311242718478505	2.4164305848960708	7	3	5	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
slágernek	sláger	1835	8570080167	155508	0.3306511841301503	2.2587678514546465	9	3	6	2	TRUE	áe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
matekkal	matek	1819	8570080167	47606	0.3268478146055257	1.7446768078145567	8	3	5	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
banketten	bankett	1811	8570080167	10704	0.3249335658561006	1.09656121596579	9	3	7	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
rollerek	roller	1807	8570080167	22986	0.323973268102974	1.4284785179087636	8	3	6	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
szoftvertől	szoftver	1799	8570080167	653676	0.3220462788875935	2.8823776554889804	11	3	8	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
poszteren	poszter	1792	8570080167	49599	0.3203531208681486	1.7624880360068378	9	3	7	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
lágerek	láger	1781	8570080167	14977	0.3176790350052857	1.242439945332364	7	3	5	2	TRUE	áe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
faterom	fater	1774	8570080167	15751	0.31596873103774975	1.2643232470451446	7	3	5	2	TRUE	ae	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
konszernek	konszern	1764	8570080167	31027	0.3135136963378431	1.5587549012315391	10	3	8	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
projekttől	projekt	1764	8570080167	2236203	0.3135136963378431	3.416526341311925	10	3	7	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
koleszban	kolesz	1733	8570080167	5077	0.3058136782559591	0.7726222789466473	9	3	6	2	FALSE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
panelről	panel	1732	8570080167	223571	0.30556300322337004	2.4164305848960708	8	3	5	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
modellem	modell	1731	8570080167	1509359	0.30531218341743604	3.2458076642479075	8	3	6	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
balettel	balett	1707	8570080167	87544	0.2992486366567758	2.009241501756081	8	3	6	2	TRUE	ae	vel	front	C	e	-val / -vel	haverral, szoftverrel	Ins
pollenje	pollen	1682	8570080167	29350	0.29284110700393556	1.5346232211256754	8	3	6	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
koncertem	koncert	1645	8570080167	1019145	0.2831810178280353	3.0752510936798796	9	3	7	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
hotelba	hotel	1640	8570080167	789022	0.28185896358974005	2.9641042281879626	7	3	5	2	TRUE	oe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
kóklerek	kókler	1623	8570080167	7297	0.27733363536827405	0.9301594617947097	8	3	6	2	TRUE	óe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
koncertjeink	koncert	1605	8570080167	1019145	0.27249015228293305	3.0752510936798796	12	4	7	2	TRUE	oe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
pókerben	póker	1582	8570080167	22273	0.26622159470369994	1.4147938326074063	8	3	5	2	TRUE	óe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
hardverhez	hardver	1564	8570080167	133417	0.2612518642658714	2.192226286470405	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
chartered	charter	1563	8570080167	9782	0.2609740935612291	1.0574427740273058	9	3	7	2	FALSE	ae	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
hotelről	hotel	1525	8570080167	789022	0.2502849592248468	2.9641042281879626	8	3	5	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
slágerük	sláger	1521	8570080167	155508	0.24914432959504057	2.2587678514546465	8	3	6	2	TRUE	áe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
noteszek	notesz	1518	8570080167	13921	0.24828688710150373	1.2106855490122028	8	3	6	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
hotelnél	hotel	1487	8570080167	789022	0.23932608406399636	2.9641042281879626	8	3	5	2	TRUE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
modemen	modem	1478	8570080167	54652	0.2366895496008491	1.8046211752050836	7	3	5	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
kábelnél	kábel	1475	8570080167	287412	0.235807135856224	2.5255200123429824	8	3	5	2	TRUE	áe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
poszterrel	poszter	1471	8570080167	49599	0.23462778826957223	1.7624880360068378	10	3	7	2	TRUE	oe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
panelok	panel	1439	8570080167	223571	0.2250759094786473	2.4164305848960708	7	3	5	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
hardvernek	hardver	1438	8570080167	133417	0.22477400158890595	2.192226286470405	10	3	7	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
partnerről	partner	1433	8570080167	1270201	0.22326130593938665	3.170887565855278	10	3	7	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
motelben	motel	1420	8570080167	13960	0.21930345992509864	1.2119005338291844	8	3	5	2	TRUE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
klaszterbe	klaszter	1417	8570080167	72146	0.2183849657895026	1.9252273729939529	10	3	8	2	FALSE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
projekted	projekt	1413	8570080167	2236203	0.21715727739060076	3.416526341311925	9	3	7	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
faterja	fater	1411	8570080167	15751	0.21654212929638997	1.2643232470451446	7	3	5	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
lágerbe	láger	1397	8570080167	14977	0.2122115216562241	1.242439945332364	7	3	5	2	TRUE	áe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
panelba	panel	1393	8570080167	223571	0.21096623196600564	2.4164305848960708	7	3	5	2	TRUE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
panelnek	panel	1375	8570080167	223571	0.2053178137083236	2.4164305848960708	8	3	5	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
klaszterben	klaszter	1359	8570080167	72146	0.20023457227453648	1.9252273729939529	11	3	8	2	FALSE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
modelljeik	modell	1326	8570080167	1509359	0.1895586396107965	3.2458076642479075	10	4	6	2	TRUE	oe	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
hotelre	hotel	1314	8570080167	789022	0.18561048076580416	2.9641042281879626	7	3	5	2	TRUE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
bankettek	bankett	1312	8570080167	10704	0.1849489505816836	1.09656121596579	9	3	7	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
panelhez	panel	1309	8570080167	223571	0.18395476209279796	2.4164305848960708	8	3	5	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kódexhez	kódex	1300	8570080167	122990	0.1809584678488789	2.156884917051594	8	3	5	2	TRUE	óe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
docensek	docens	1297	8570080167	185029	0.17995509162612222	2.334254917204184	8	3	6	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
hardverben	hardver	1295	8570080167	133417	0.17928488395931275	2.192226286470405	10	3	7	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
szonettek	szonett	1293	8570080167	11142	0.17861364042243622	1.1139782696654663	9	3	7	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
zsánerben	zsáner	1267	8570080167	16709	0.16979173042548348	1.2899655745630536	9	3	6	2	TRUE	áe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
kráterben	kráter	1259	8570080167	30791	0.1670408456499047	1.5554389092659462	9	3	6	2	TRUE	áe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
nonszensznek	nonszensz	1248	8570080167	16551	0.16322970088844735	1.2858393542194446	12	3	9	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
szonettet	szonett	1247	8570080167	11142	0.16288156902058476	1.1139782696654663	9	3	7	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
modelled	modell	1241	8570080167	1509359	0.16078689704077198	3.2458076642479075	8	3	6	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
konzervből	konzerv	1237	8570080167	49626	0.15938481517116285	1.762724386751122	10	3	7	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
farmerral	farmer	1236	8570080167	82647	0.1590335862948392	1.984242209298364	9	3	6	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
szoftvereink	szoftver	1227	8570080167	653676	0.15585967826904645	2.8823776554889804	12	4	8	2	TRUE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
posztere	poszter	1200	8570080167	49599	0.146196361589667	1.7624880360068378	8	3	7	2	TRUE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
maketten	makett	1185	8570080167	42231	0.14073346588816485	1.6926464808727033	8	3	6	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
kábelhez	kábel	1161	8570080167	287412	0.13184733528061598	2.5255200123429824	8	3	5	2	TRUE	áe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
plakettek	plakett	1161	8570080167	13783	0.13184733528061598	1.2063588716944174	9	3	7	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
kábelei	kábel	1153	8570080167	287412	0.12884442283674116	2.5255200123429824	7	4	5	2	TRUE	áe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
kódexszel	kódex	1145	8570080167	122990	0.12582060221794897	2.156884917051594	9	3	5	2	TRUE	óe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
rulettet	rulett	1140	8570080167	8587	0.12391996687851475	1.0008565784407637	8	3	6	2	TRUE	ue	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
duettek	duett	1135	8570080167	25938	0.12201097707118368	1.4809516014593376	7	3	5	2	TRUE	ue	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
panelbe	panel	1112	8570080167	223571	0.11311990278808084	2.4164305848960708	7	3	5	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
modellenként	modell	1108	8570080167	1509359	0.11155487593445308	3.2458076642479075	12	4	6	2	TRUE	oe	enként	front	V	e	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
koncertbe	koncert	1085	8570080167	1019145	0.10244485372659046	3.0752510936798796	9	3	7	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kódexről	kódex	1077	8570080167	122990	0.09923081884002372	2.156884917051594	8	3	5	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
skanzenbe	skanzen	1043	8570080167	26458	0.08529942396857305	1.4895721276614022	9	3	7	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
balettje	balett	1041	8570080167	87544	0.08446584505257833	2.009241501756081	8	3	6	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
dzsungelen	dzsungel	1037	8570080167	55832	0.08279387193108309	1.8138983008598983	10	3	8	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
haverunk	haver	1031	8570080167	165801	0.08027378082555871	2.2866022611361054	8	3	5	2	TRUE	ae	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
projektté	projekt	1023	8570080167	2236203	0.07689074925420233	3.416526341311925	9	3	7	2	TRUE	oe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
farmerből	farmer	1021	8570080167	82647	0.07604085762895241	1.984242209298364	9	3	6	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
kábelben	kábel	1021	8570080167	287412	0.07604085762895241	2.5255200123429824	8	3	5	2	TRUE	áe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
mágnese	mágnes	1017	8570080167	59860	0.07433606846478673	1.8441518280462148	7	3	6	2	TRUE	áe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
