form	lemma	xpostag	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	suffix	suffix_vowel	suffix_initial
bankettjük	bankett	[/N][Poss.3Pl][Nom]	12	8570080167	10704	-1.853803638410333	1.09656121596579	10	3	7	2	TRUE	ae	jük	front	C
bankettja	bankett	[/N][Poss.3Sg][Nom]	5	8570080167	10704	-2.234014880121939	1.09656121596579	9	3	7	2	TRUE	ae	ja	back	C
bankettje	bankett	[/N][Poss.3Sg][Nom]	102	8570080167	10704	-0.9243847126960404	1.09656121596579	9	3	7	2	TRUE	ae	je	front	C
bankettra	bankett	[/N][Subl]	68	8570080167	10704	-1.1004759717517214	1.09656121596579	9	3	7	2	TRUE	ae	ra	back	C
bankettre	bankett	[/N][Subl]	580	8570080167	10704	-0.16955689089502057	1.09656121596579	9	3	7	2	TRUE	ae	re	front	C
banketten	bankett	[/N][Supe]	1811	8570080167	10704	0.3249335658561006	1.09656121596579	9	3	7	2	TRUE	ae	en	front	V
banketté	bankett	[/N][Transl]	3	8570080167	10704	-2.455863629738295	1.09656121596579	8	3	7	2	TRUE	ae	vé	front	C
barchesznál	barchesz	[/N][Ade]	1	8570080167	348	-2.932984884457958	-0.3914056405113769	11	3	8	2	TRUE	ae	nál	back	C
barcheszhez	barchesz	[/N][All]	6	8570080167	348	-2.1548336340743144	-0.3914056405113769	11	3	8	2	TRUE	ae	hez	front	C
barchesznak	barchesz	[/N][Dat]	3	8570080167	348	-2.455863629738295	-0.3914056405113769	11	3	8	2	TRUE	ae	nak	back	C
barchesznek	barchesz	[/N][Dat]	2	8570080167	348	-2.6319548887939765	-0.3914056405113769	11	3	8	2	TRUE	ae	nek	front	C
barcheszről	barchesz	[/N][Del]	5	8570080167	348	-2.234014880121939	-0.3914056405113769	11	3	8	2	TRUE	ae	ről	front	C
barcheszból	barchesz	[/N][Ela]	2	8570080167	348	-2.6319548887939765	-0.3914056405113769	11	3	8	2	TRUE	ae	ból	back	C
barcheszből	barchesz	[/N][Ela]	4	8570080167	348	-2.3309248931299953	-0.3914056405113769	11	3	8	2	TRUE	ae	ből	front	C
barcheszek	barchesz	[/N][Pl][Nom]	4	8570080167	348	-2.3309248931299953	-0.3914056405113769	10	3	8	2	TRUE	ae	ek	front	V
barcheszünk	barchesz	[/N][Poss.1Pl][Nom]	1	8570080167	348	-2.932984884457958	-0.3914056405113769	11	3	8	2	TRUE	ae	ünk	front	V
barcheszem	barchesz	[/N][Poss.1Sg][Nom]	1	8570080167	348	-2.932984884457958	-0.3914056405113769	10	3	8	2	TRUE	ae	em	front	V
barcheszre	barchesz	[/N][Subl]	14	8570080167	348	-1.7868568487797198	-0.3914056405113769	10	3	8	2	TRUE	ae	re	front	C
barcheszon	barchesz	[/N][Supe]	2	8570080167	348	-2.6319548887939765	-0.3914056405113769	10	3	8	2	TRUE	ae	on	back	V
bartertől	barter	[/N][Abl]	2	8570080167	2631	-2.6319548887939765	0.48713596362774514	9	3	6	2	TRUE	ae	től	front	C
barternél	barter	[/N][Ade]	4	8570080167	2631	-2.3309248931299953	0.48713596362774514	9	3	6	2	TRUE	ae	nél	front	C
barterhez	barter	[/N][All]	5	8570080167	2631	-2.234014880121939	0.48713596362774514	9	3	6	2	TRUE	ae	hez	front	C
barternak	barter	[/N][Dat]	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	nak	back	C
barternek	barter	[/N][Dat]	50	8570080167	2631	-1.234014880121939	0.48713596362774514	9	3	6	2	TRUE	ae	nek	front	C
barterról	barter	[/N][Del]	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	ról	back	C
barterről	barter	[/N][Del]	18	8570080167	2631	-1.6777123793546518	0.48713596362774514	9	3	6	2	TRUE	ae	ről	front	C
barterből	barter	[/N][Ela]	12	8570080167	2631	-1.853803638410333	0.48713596362774514	9	3	6	2	TRUE	ae	ből	front	C
barterba	barter	[/N][Ill]	14	8570080167	2631	-1.7868568487797198	0.48713596362774514	8	3	6	2	TRUE	ae	ba	back	C
barterbe	barter	[/N][Ill]	56	8570080167	2631	-1.1847968574517571	0.48713596362774514	8	3	6	2	TRUE	ae	be	front	C
barterban	barter	[/N][Ine]	27	8570080167	2631	-1.5016211202989704	0.48713596362774514	9	3	6	2	TRUE	ae	ban	back	C
barterben	barter	[/N][Ine]	228	8570080167	2631	-0.575050037457504	0.48713596362774514	9	3	6	2	TRUE	ae	ben	front	C
barterrel	barter	[/N][Ins]	66	8570080167	2631	-1.1134409489160892	0.48713596362774514	9	3	6	2	TRUE	ae	vel	front	C
bartereink	barter	[/N][Pl.Poss.1Pl][Nom]	3	8570080167	2631	-2.455863629738295	0.48713596362774514	10	4	6	2	TRUE	ae	eink	front	V
barterek	barter	[/N][Pl][Nom]	44	8570080167	2631	-1.2895322079717704	0.48713596362774514	8	3	6	2	TRUE	ae	ek	front	V
bartered	barter	[/N][Poss.2Sg][Nom]	2	8570080167	2631	-2.6319548887939765	0.48713596362774514	8	3	6	2	TRUE	ae	ed	front	V
barterjük	barter	[/N][Poss.3Pl][Nom]	1	8570080167	2631	-2.932984884457958	0.48713596362774514	9	3	6	2	TRUE	ae	jük	front	C
bartere	barter	[/N][Poss.3Sg][Nom]	1	8570080167	2631	-2.932984884457958	0.48713596362774514	7	3	6	2	TRUE	ae	e	front	V
barterra	barter	[/N][Subl]	2	8570080167	2631	-2.6319548887939765	0.48713596362774514	8	3	6	2	TRUE	ae	ra	back	C
barterre	barter	[/N][Subl]	42	8570080167	2631	-1.3097355940600577	0.48713596362774514	8	3	6	2	TRUE	ae	re	front	C
barteren	barter	[/N][Supe]	30	8570080167	2631	-1.4558636297382954	0.48713596362774514	8	3	6	2	TRUE	ae	en	front	V
bojlertól	bojler	[/N][Abl]	2	8570080167	25309	-2.6319548887939765	1.4702901013537286	9	3	6	2	TRUE	oe	tól	back	C
bojlertől	bojler	[/N][Abl]	51	8570080167	25309	-1.2254147083600215	1.4702901013537286	9	3	6	2	TRUE	oe	től	front	C
bojlernál	bojler	[/N][Ade]	4	8570080167	25309	-2.3309248931299953	1.4702901013537286	9	3	6	2	TRUE	oe	nál	back	C
bojlernél	bojler	[/N][Ade]	90	8570080167	25309	-0.9787423750186328	1.4702901013537286	9	3	6	2	TRUE	oe	nél	front	C
bojlerhoz	bojler	[/N][All]	7	8570080167	25309	-2.087886844443701	1.4702901013537286	9	3	6	2	TRUE	oe	hoz	back	C
bojlerhez	bojler	[/N][All]	243	8570080167	25309	-0.5473786108596456	1.4702901013537286	9	3	6	2	TRUE	oe	hez	front	C
bojlernak	bojler	[/N][Dat]	28	8570080167	25309	-1.4858268531157386	1.4702901013537286	9	3	6	2	TRUE	oe	nak	back	C
bojlernek	bojler	[/N][Dat]	220	8570080167	25309	-0.5905622036357516	1.4702901013537286	9	3	6	2	TRUE	oe	nek	front	C
bojlerról	bojler	[/N][Del]	46	8570080167	25309	-1.2702270527763837	1.4702901013537286	9	3	6	2	TRUE	oe	ról	back	C
bojlerről	bojler	[/N][Del]	159	8570080167	25309	-0.7315877601375064	1.4702901013537286	9	3	6	2	TRUE	oe	ről	front	C
bojlerból	bojler	[/N][Ela]	26	8570080167	25309	-1.5180115364871398	1.4702901013537286	9	3	6	2	TRUE	oe	ból	back	C
bojlerből	bojler	[/N][Ela]	385	8570080167	25309	-0.3475241549494572	1.4702901013537286	9	3	6	2	TRUE	oe	ből	front	C
bojlerba	bojler	[/N][Ill]	30	8570080167	25309	-1.4558636297382954	1.4702901013537286	8	3	6	2	TRUE	oe	ba	back	C
bojlerbe	bojler	[/N][Ill]	246	8570080167	25309	-0.5420497773545787	1.4702901013537286	8	3	6	2	TRUE	oe	be	front	C
bojlerban	bojler	[/N][Ine]	38	8570080167	25309	-1.3532012878411477	1.4702901013537286	9	3	6	2	TRUE	oe	ban	back	C
bojlerben	bojler	[/N][Ine]	548	8570080167	25309	-0.1942043259735887	1.4702901013537286	9	3	6	2	TRUE	oe	ben	front	C
bojlerral	bojler	[/N][Ins]	60	8570080167	25309	-1.1548336340743142	1.4702901013537286	9	3	6	2	TRUE	oe	val	back	C
bojlerrel	bojler	[/N][Ins]	668	8570080167	25309	-0.10820842198241216	1.4702901013537286	9	3	6	2	TRUE	oe	vel	front	C
bojlereink	bojler	[/N][Pl.Poss.1Pl][Nom]	8	8570080167	25309	-2.0298948974660145	1.4702901013537286	10	4	6	2	TRUE	oe	eink	front	V
bojlereim	bojler	[/N][Pl.Poss.1Sg][Nom]	5	8570080167	25309	-2.234014880121939	1.4702901013537286	9	4	6	2	TRUE	oe	eim	front	V
bojlereik	bojler	[/N][Pl.Poss.3Pl][Nom]	4	8570080167	25309	-2.3309248931299953	1.4702901013537286	9	4	6	2	TRUE	oe	eik	front	V
bojlerei	bojler	[/N][Pl.Poss.3Sg][Nom]	18	8570080167	25309	-1.6777123793546518	1.4702901013537286	8	4	6	2	TRUE	oe	ei	front	V
bojlerok	bojler	[/N][Pl][Nom]	22	8570080167	25309	-1.5905622036357516	1.4702901013537286	8	3	6	2	TRUE	oe	ok	back	V
bojlerek	bojler	[/N][Pl][Nom]	1619	8570080167	25309	0.27626196429541594	1.4702901013537286	8	3	6	2	TRUE	oe	ek	front	V
bojlerunk	bojler	[/N][Poss.1Pl][Nom]	20	8570080167	25309	-1.6319548887939763	1.4702901013537286	9	3	6	2	TRUE	oe	unk	back	V
bojlerünk	bojler	[/N][Poss.1Pl][Nom]	211	8570080167	25309	-0.6087024291602652	1.4702901013537286	9	3	6	2	TRUE	oe	ünk	front	V
bojlerom	bojler	[/N][Poss.1Sg][Nom]	4	8570080167	25309	-2.3309248931299953	1.4702901013537286	8	3	6	2	TRUE	oe	om	back	V
bojlerem	bojler	[/N][Poss.1Sg][Nom]	97	8570080167	25309	-0.946213150191713	1.4702901013537286	8	3	6	2	TRUE	oe	em	front	V
bojleretek	bojler	[/N][Poss.2Pl][Nom]	5	8570080167	25309	-2.234014880121939	1.4702901013537286	10	4	6	2	TRUE	oe	etek	front	V
bojlered	bojler	[/N][Poss.2Sg][Nom]	85	8570080167	25309	-1.0035659587436652	1.4702901013537286	8	3	6	2	TRUE	oe	ed	front	V
bojlerük	bojler	[/N][Poss.3Pl][Nom]	22	8570080167	25309	-1.5905622036357516	1.4702901013537286	8	3	6	2	TRUE	oe	ük	front	V
bojlera	bojler	[/N][Poss.3Sg][Nom]	2	8570080167	25309	-2.6319548887939765	1.4702901013537286	7	3	6	2	TRUE	oe	a	back	V
bojlere	bojler	[/N][Poss.3Sg][Nom]	389	8570080167	25309	-0.34303528313225007	1.4702901013537286	7	3	6	2	TRUE	oe	e	front	V
bojlerra	bojler	[/N][Subl]	12	8570080167	25309	-1.853803638410333	1.4702901013537286	8	3	6	2	TRUE	oe	ra	back	C
bojlerre	bojler	[/N][Subl]	295	8570080167	25309	-0.4631628684797948	1.4702901013537286	8	3	6	2	TRUE	oe	re	front	C
bojleron	bojler	[/N][Supe]	9	8570080167	25309	-1.978742375018633	1.4702901013537286	8	3	6	2	TRUE	oe	on	back	V
bojleren	bojler	[/N][Supe]	136	8570080167	25309	-0.7994459760877403	1.4702901013537286	8	3	6	2	TRUE	oe	en	front	V
bojlerré	bojler	[/N][Transl]	2	8570080167	25309	-2.6319548887939765	1.4702901013537286	8	3	6	2	TRUE	oe	vé	front	C
borcetet	borcet	[/N][Acc]	5	8570080167	15	-2.234014880121939	-1.756893625402277	8	3	6	2	FALSE	oe	et	front	V
borcetben	borcet	[/N][Ine]	2	8570080167	15	-2.6319548887939765	-1.756893625402277	9	3	6	2	FALSE	oe	ben	front	C
borcettel	borcet	[/N][Ins]	2	8570080167	15	-2.6319548887939765	-1.756893625402277	9	3	6	2	FALSE	oe	vel	front	C
borceten	borcet	[/N][Supe]	1	8570080167	15	-2.932984884457958	-1.756893625402277	8	3	6	2	FALSE	oe	en	front	V
bordzsemet	bordzsem	[/N][Acc]	1	8570080167	16	-2.932984884457958	-1.728864901802033	10	3	8	2	FALSE	oe	et	front	V
bordzsemhez	bordzsem	[/N][All]	1	8570080167	16	-2.932984884457958	-1.728864901802033	11	3	8	2	FALSE	oe	hez	front	C
bordzsemmel	bordzsem	[/N][Ins]	2	8570080167	16	-2.6319548887939765	-1.728864901802033	11	3	8	2	FALSE	oe	vel	front	C
bovdentől	bovden	[/N][Abl]	4	8570080167	1970	-2.3309248931299953	0.3614813417036351	9	3	6	2	TRUE	oe	től	front	C
bovdennél	bovden	[/N][Ade]	4	8570080167	1970	-2.3309248931299953	0.3614813417036351	9	3	6	2	TRUE	oe	nél	front	C
bovdenhez	bovden	[/N][All]	10	8570080167	1970	-1.9329848844579576	0.3614813417036351	9	3	6	2	TRUE	oe	hez	front	C
bovdennek	bovden	[/N][Dat]	18	8570080167	1970	-1.6777123793546518	0.3614813417036351	9	3	6	2	TRUE	oe	nek	front	C
bovdenről	bovden	[/N][Del]	3	8570080167	1970	-2.455863629738295	0.3614813417036351	9	3	6	2	TRUE	oe	ről	front	C
bovdenból	bovden	[/N][Ela]	1	8570080167	1970	-2.932984884457958	0.3614813417036351	9	3	6	2	TRUE	oe	ból	back	C
bovdenből	bovden	[/N][Ela]	6	8570080167	1970	-2.1548336340743144	0.3614813417036351	9	3	6	2	TRUE	oe	ből	front	C
bovdenbe	bovden	[/N][Ill]	2	8570080167	1970	-2.6319548887939765	0.3614813417036351	8	3	6	2	TRUE	oe	be	front	C
bovdenben	bovden	[/N][Ine]	6	8570080167	1970	-2.1548336340743144	0.3614813417036351	9	3	6	2	TRUE	oe	ben	front	C
bovdennal	bovden	[/N][Ins]	11	8570080167	1970	-1.8915921992997329	0.3614813417036351	9	3	6	2	TRUE	oe	val	back	C
bovdennel	bovden	[/N][Ins]	97	8570080167	1970	-0.946213150191713	0.3614813417036351	9	3	6	2	TRUE	oe	vel	front	C
bovdenjei	bovden	[/N][Pl.Poss.3Sg][Nom]	8	8570080167	1970	-2.0298948974660145	0.3614813417036351	9	4	6	2	TRUE	oe	jei	front	C
bovdenek	bovden	[/N][Pl][Nom]	247	8570080167	1970	-0.5402879311982921	0.3614813417036351	8	3	6	2	TRUE	oe	ek	front	V
bovdenünk	bovden	[/N][Poss.1Pl][Nom]	1	8570080167	1970	-2.932984884457958	0.3614813417036351	9	3	6	2	TRUE	oe	ünk	front	V
bovdenem	bovden	[/N][Poss.1Sg][Nom]	10	8570080167	1970	-1.9329848844579576	0.3614813417036351	8	3	6	2	TRUE	oe	em	front	V
bovdened	bovden	[/N][Poss.2Sg][Nom]	4	8570080167	1970	-2.3309248931299953	0.3614813417036351	8	3	6	2	TRUE	oe	ed	front	V
bovdenje	bovden	[/N][Poss.3Sg][Nom]	30	8570080167	1970	-1.4558636297382954	0.3614813417036351	8	3	6	2	TRUE	oe	je	front	C
bovdenra	bovden	[/N][Subl]	1	8570080167	1970	-2.932984884457958	0.3614813417036351	8	3	6	2	TRUE	oe	ra	back	C
bovdenre	bovden	[/N][Subl]	18	8570080167	1970	-1.6777123793546518	0.3614813417036351	8	3	6	2	TRUE	oe	re	front	C
bovdenen	bovden	[/N][Supe]	61	8570080167	1970	-1.1476550494471909	0.3614813417036351	8	3	6	2	TRUE	oe	en	front	V
boylennel	boylen	[/N][Ins]	1	8570080167	32	-2.932984884457958	-1.427834906138052	9	3	6	2	FALSE	oe	vel	front	C
brojlernál	brojler	[/N][Ade]	1	8570080167	1774	-2.932984884457958	0.31596873103774975	10	3	7	2	TRUE	oe	nál	back	C
brojlernél	brojler	[/N][Ade]	4	8570080167	1774	-2.3309248931299953	0.31596873103774975	10	3	7	2	TRUE	oe	nél	front	C
brojlerhez	brojler	[/N][All]	2	8570080167	1774	-2.6319548887939765	0.31596873103774975	10	3	7	2	TRUE	oe	hez	front	C
brojlernek	brojler	[/N][Dat]	3	8570080167	1774	-2.455863629738295	0.31596873103774975	10	3	7	2	TRUE	oe	nek	front	C
brojlerben	brojler	[/N][Ine]	1	8570080167	1774	-2.932984884457958	0.31596873103774975	10	3	7	2	TRUE	oe	ben	front	C
brojlerrel	brojler	[/N][Ins]	5	8570080167	1774	-2.234014880121939	0.31596873103774975	10	3	7	2	TRUE	oe	vel	front	C
brojlerei	brojler	[/N][Pl.Poss.3Sg][Nom]	1	8570080167	1774	-2.932984884457958	0.31596873103774975	9	4	7	2	TRUE	oe	ei	front	V
brojlerek	brojler	[/N][Pl][Nom]	236	8570080167	1774	-0.5600728814878512	0.31596873103774975	9	3	7	2	TRUE	oe	ek	front	V
brojlerre	brojler	[/N][Subl]	2	8570080167	1774	-2.6319548887939765	0.31596873103774975	9	3	7	2	TRUE	oe	re	front	C
brojleren	brojler	[/N][Supe]	1	8570080167	1774	-2.932984884457958	0.31596873103774975	9	3	7	2	TRUE	oe	en	front	V
brókertól	bróker	[/N][Abl]	1	8570080167	27705	-2.932984884457958	1.509573270037965	9	3	6	2	TRUE	óe	tól	back	C
brókertől	bróker	[/N][Abl]	228	8570080167	27705	-0.575050037457504	1.509573270037965	9	3	6	2	TRUE	óe	től	front	C
brókernál	bróker	[/N][Ade]	5	8570080167	27705	-2.234014880121939	1.509573270037965	9	3	6	2	TRUE	óe	nál	back	C
brókernél	bróker	[/N][Ade]	803	8570080167	27705	-0.02826933917927687	1.509573270037965	9	3	6	2	TRUE	óe	nél	front	C
brókerhez	bróker	[/N][All]	237	8570080167	27705	-0.558236538447854	1.509573270037965	9	3	6	2	TRUE	óe	hez	front	C
brókernak	bróker	[/N][Dat]	6	8570080167	27705	-2.1548336340743144	1.509573270037965	9	3	6	2	TRUE	óe	nak	back	C
brókernek	bróker	[/N][Dat]	719	8570080167	27705	-0.07625599407507523	1.509573270037965	9	3	6	2	TRUE	óe	nek	front	C
brókerról	bróker	[/N][Del]	1	8570080167	27705	-2.932984884457958	1.509573270037965	9	3	6	2	TRUE	óe	ról	back	C
brókerről	bróker	[/N][Del]	63	8570080167	27705	-1.133644335004376	1.509573270037965	9	3	6	2	TRUE	óe	ről	front	C
brókerből	bróker	[/N][Ela]	44	8570080167	27705	-1.2895322079717704	1.509573270037965	9	3	6	2	TRUE	óe	ből	front	C
brókerba	bróker	[/N][Ill]	1	8570080167	27705	-2.932984884457958	1.509573270037965	8	3	6	2	TRUE	óe	ba	back	C
brókerbe	bróker	[/N][Ill]	2	8570080167	27705	-2.6319548887939765	1.509573270037965	8	3	6	2	TRUE	óe	be	front	C
brókerben	bróker	[/N][Ine]	14	8570080167	27705	-1.7868568487797198	1.509573270037965	9	3	6	2	TRUE	óe	ben	front	C
brókerral	bróker	[/N][Ins]	3	8570080167	27705	-2.455863629738295	1.509573270037965	9	3	6	2	TRUE	óe	val	back	C
brókerrel	bróker	[/N][Ins]	382	8570080167	27705	-0.35092152154624906	1.509573270037965	9	3	6	2	TRUE	óe	vel	front	C
brókereink	bróker	[/N][Pl.Poss.1Pl][Nom]	21	8570080167	27705	-1.6107655897240385	1.509573270037965	10	4	6	2	TRUE	óe	eink	front	V
brókereim	bróker	[/N][Pl.Poss.1Sg][Nom]	6	8570080167	27705	-2.1548336340743144	1.509573270037965	9	4	6	2	TRUE	óe	eim	front	V
brókereik	bróker	[/N][Pl.Poss.3Pl][Nom]	27	8570080167	27705	-1.5016211202989704	1.509573270037965	9	4	6	2	TRUE	óe	eik	front	V
brókerjai	bróker	[/N][Pl.Poss.3Sg][Nom]	2	8570080167	27705	-2.6319548887939765	1.509573270037965	9	4	6	2	TRUE	óe	jai	back	C
brókerei	bróker	[/N][Pl.Poss.3Sg][Nom]	101	8570080167	27705	-0.9286635106753152	1.509573270037965	8	4	6	2	TRUE	óe	ei	front	V
brókerok	bróker	[/N][Pl][Nom]	7	8570080167	27705	-2.087886844443701	1.509573270037965	8	3	6	2	TRUE	óe	ok	back	V
brókerek	bróker	[/N][Pl][Nom]	4556	8570080167	27705	0.7255988309491049	1.509573270037965	8	3	6	2	TRUE	óe	ek	front	V
brókerünk	bróker	[/N][Poss.1Pl][Nom]	139	8570080167	27705	-0.7899700842038627	1.509573270037965	9	3	6	2	TRUE	óe	ünk	front	V
brókerem	bróker	[/N][Poss.1Sg][Nom]	48	8570080167	27705	-1.2517436470823706	1.509573270037965	8	3	6	2	TRUE	óe	em	front	V
brókeretek	bróker	[/N][Poss.2Pl][Nom]	1	8570080167	27705	-2.932984884457958	1.509573270037965	10	4	6	2	TRUE	óe	etek	front	V
brókered	bróker	[/N][Poss.2Sg][Nom]	171	8570080167	27705	-0.6999887740658041	1.509573270037965	8	3	6	2	TRUE	óe	ed	front	V
brókerük	bróker	[/N][Poss.3Pl][Nom]	23	8570080167	27705	-1.571257048440365	1.509573270037965	8	3	6	2	TRUE	óe	ük	front	V
brókere	bróker	[/N][Poss.3Sg][Nom]	436	8570080167	27705	-0.2934983951893718	1.509573270037965	7	3	6	2	TRUE	óe	e	front	V
brókerra	bróker	[/N][Subl]	2	8570080167	27705	-2.6319548887939765	1.509573270037965	8	3	6	2	TRUE	óe	ra	back	C
brókerre	bróker	[/N][Subl]	336	8570080167	27705	-0.40664560706811376	1.509573270037965	8	3	6	2	TRUE	óe	re	front	C
brókeren	bróker	[/N][Supe]	121	8570080167	27705	-0.8501995141415077	1.509573270037965	8	3	6	2	TRUE	óe	en	front	V
brókerré	bróker	[/N][Transl]	35	8570080167	27705	-1.388916840107682	1.509573270037965	8	3	6	2	TRUE	óe	vé	front	C
brókerenként	bróker	[/N][_Distr:nként/Adv]	29	8570080167	27705	-1.4705868865590015	1.509573270037965	12	4	6	2	TRUE	óe	enként	front	V
brúdertől	brúder	[/N][Abl]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	től	front	C
brúderhoz	brúder	[/N][All]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	hoz	back	C
brúderhez	brúder	[/N][All]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	hez	front	C
brúdernak	brúder	[/N][Dat]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	nak	back	C
brúdernek	brúder	[/N][Dat]	3	8570080167	138	-2.455863629738295	-0.7931057980567213	9	3	6	2	TRUE	úe	nek	front	C
brúderrel	brúder	[/N][Ins]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	9	3	6	2	TRUE	úe	vel	front	C
brúderek	brúder	[/N][Pl][Nom]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	8	3	6	2	TRUE	úe	ek	front	V
brúdered	brúder	[/N][Poss.2Sg][Nom]	1	8570080167	138	-2.932984884457958	-0.7931057980567213	8	3	6	2	TRUE	úe	ed	front	V
bukfenctől	bukfenc	[/N][Abl]	41	8570080167	9197	-1.3202010277382223	1.0306613020268856	10	3	7	2	TRUE	ue	től	front	C
bukfencot	bukfenc	[/N][Acc]	1	8570080167	9197	-2.932984884457958	1.0306613020268856	9	3	7	2	TRUE	ue	ot	back	V
bukfencet	bukfenc	[/N][Acc]	1983	8570080167	9197	0.36433782974734485	1.0306613020268856	9	3	7	2	TRUE	ue	et	front	V
bukfencnél	bukfenc	[/N][Ade]	38	8570080167	9197	-1.3532012878411477	1.0306613020268856	10	3	7	2	TRUE	ue	nél	front	C
bukfenchez	bukfenc	[/N][All]	26	8570080167	9197	-1.5180115364871398	1.0306613020268856	10	3	7	2	TRUE	ue	hez	front	C
bukfencnek	bukfenc	[/N][Dat]	96	8570080167	9197	-0.9507136514183894	1.0306613020268856	10	3	7	2	TRUE	ue	nek	front	C
bukfencről	bukfenc	[/N][Del]	21	8570080167	9197	-1.6107655897240385	1.0306613020268856	10	3	7	2	TRUE	ue	ről	front	C
bukfencből	bukfenc	[/N][Ela]	32	8570080167	9197	-1.427834906138052	1.0306613020268856	10	3	7	2	TRUE	ue	ből	front	C
bukfencbe	bukfenc	[/N][Ill]	34	8570080167	9197	-1.4015059674157029	1.0306613020268856	9	3	7	2	TRUE	ue	be	front	C
bukfencben	bukfenc	[/N][Ine]	77	8570080167	9197	-1.046494159285476	1.0306613020268856	10	3	7	2	TRUE	ue	ben	front	C
bukfenccel	bukfenc	[/N][Ins]	419	8570080167	9197	-0.31077086149166255	1.0306613020268856	10	3	7	2	TRUE	ue	vel	front	C
bukfenceink	bukfenc	[/N][Pl.Poss.1Pl][Nom]	1	8570080167	9197	-2.932984884457958	1.0306613020268856	11	4	7	2	TRUE	ue	eink	front	V
bukfenceik	bukfenc	[/N][Pl.Poss.3Pl][Nom]	2	8570080167	9197	-2.6319548887939765	1.0306613020268856	10	4	7	2	TRUE	ue	eik	front	V
bukfencei	bukfenc	[/N][Pl.Poss.3Sg][Nom]	88	8570080167	9197	-0.9885022123077892	1.0306613020268856	9	4	7	2	TRUE	ue	ei	front	V
bukfencek	bukfenc	[/N][Pl][Nom]	718	8570080167	9197	-0.07686044021565751	1.0306613020268856	9	3	7	2	TRUE	ue	ek	front	V
bukfencünk	bukfenc	[/N][Poss.1Pl][Nom]	3	8570080167	9197	-2.455863629738295	1.0306613020268856	10	3	7	2	TRUE	ue	ünk	front	V
bukfencem	bukfenc	[/N][Poss.1Sg][Nom]	6	8570080167	9197	-2.1548336340743144	1.0306613020268856	9	3	7	2	TRUE	ue	em	front	V
bukfenced	bukfenc	[/N][Poss.2Sg][Nom]	16	8570080167	9197	-1.728864901802033	1.0306613020268856	9	3	7	2	TRUE	ue	ed	front	V
bukfencuk	bukfenc	[/N][Poss.3Pl][Nom]	1	8570080167	9197	-2.932984884457958	1.0306613020268856	9	3	7	2	TRUE	ue	uk	back	V
bukfencük	bukfenc	[/N][Poss.3Pl][Nom]	4	8570080167	9197	-2.3309248931299953	1.0306613020268856	9	3	7	2	TRUE	ue	ük	front	V
bukfenca	bukfenc	[/N][Poss.3Sg][Nom]	1	8570080167	9197	-2.932984884457958	1.0306613020268856	8	3	7	2	TRUE	ue	a	back	V
bukfence	bukfenc	[/N][Poss.3Sg][Nom]	85	8570080167	9197	-1.0035659587436652	1.0306613020268856	8	3	7	2	TRUE	ue	e	front	V
bukfencre	bukfenc	[/N][Subl]	99	8570080167	9197	-0.937349689860408	1.0306613020268856	9	3	7	2	TRUE	ue	re	front	C
bukfencen	bukfenc	[/N][Supe]	47	8570080167	9197	-1.2608870265222405	1.0306613020268856	9	3	7	2	TRUE	ue	en	front	V
bukfenccé	bukfenc	[/N][Transl]	3	8570080167	9197	-2.455863629738295	1.0306613020268856	9	3	7	2	TRUE	ue	vé	front	C
bukfencenként	bukfenc	[/N][_Distr:nként/Adv]	2	8570080167	9197	-2.6319548887939765	1.0306613020268856	13	4	7	2	TRUE	ue	enként	front	V
bunkertól	bunker	[/N][Abl]	13	8570080167	25691	-1.819041532151121	1.476796124675244	9	3	6	2	TRUE	ue	tól	back	C
bunkertől	bunker	[/N][Abl]	55	8570080167	25691	-1.192622194963714	1.476796124675244	9	3	6	2	TRUE	ue	től	front	C
bunkeret	bunker	[/N][Acc]	3	8570080167	25691	-2.455863629738295	1.476796124675244	8	3	6	2	TRUE	ue	et	front	V
bunkernál	bunker	[/N][Ade]	15	8570080167	25691	-1.756893625402277	1.476796124675244	9	3	6	2	TRUE	ue	nál	back	C
bunkernél	bunker	[/N][Ade]	97	8570080167	25691	-0.946213150191713	1.476796124675244	9	3	6	2	TRUE	ue	nél	front	C
bunkerhoz	bunker	[/N][All]	16	8570080167	25691	-1.728864901802033	1.476796124675244	9	3	6	2	TRUE	ue	hoz	back	C
bunkerhez	bunker	[/N][All]	245	8570080167	25691	-0.5438188000934253	1.476796124675244	9	3	6	2	TRUE	ue	hez	front	C
